Age,YearsExperience,EducationLevel,ProjectsCompleted,WeeklyWorkingHours,PerformanceScore,Salary
40,15,3,20,47,5.2,155482
36,8,3,11,46,7.4,107673
24,0,2,3,44,6.2,33171
26,0,2,5,52,5.4,63090
42,16,1,15,43,6.6,167471
46,23,2,21,42,7.3,247631
23,0,2,2,41,7.3,33390
34,13,3,13,35,8.5,170768
31,4,3,10,46,8.8,73912
38,9,4,10,42,7.5,103684
32,11,2,13,46,7.7,133261
43,21,3,15,52,7.1,226303
32,9,3,19,41,8.1,107259
33,10,3,14,31,7.7,140800
45,17,2,25,45,6.9,195307
39,12,2,18,44,10.0,141748
56,30,1,33,39,6.2,347263
28,0,2,5,45,9.0,59179
49,19,3,27,47,5.1,206237
52,28,1,23,38,8.1,317697
38,9,2,11,41,9.0,116618
26,5,3,10,50,4.3,83733
38,16,3,12,39,7.2,161624
39,15,2,15,43,8.0,159443
42,19,3,26,30,7.4,197852
57,36,2,31,36,7.5,421857
52,27,1,34,44,7.2,269527
23,0,2,0,49,5.5,54840
48,26,3,13,36,10.0,265882
30,5,4,7,43,6.3,77705
55,29,1,39,41,7.6,312447
49,22,3,25,48,6.1,232218
35,14,2,23,37,3.8,151787
53,26,3,25,45,5.7,280298
27,3,1,1,40,5.0,39358
32,4,2,11,44,8.5,77208
50,26,3,17,43,6.2,265457
41,15,3,25,42,6.3,161047
51,22,2,16,45,5.5,203683
44,19,2,15,43,7.1,188156
40,16,2,21,42,6.0,173260
57,29,2,41,41,8.4,327555
24,0,3,0,43,7.4,64181
48,24,4,35,44,6.2,304804
40,17,2,15,38,8.2,169279
44,16,2,18,41,7.0,156780
52,27,3,33,38,7.0,312168
56,34,2,24,43,5.0,372782
54,24,3,19,40,6.9,266710
56,27,2,19,47,7.5,290186
22,0,3,0,46,8.9,45318
35,13,3,15,38,5.9,136336
54,33,3,43,43,10.0,397543
56,28,3,47,46,7.8,325917
26,3,2,2,42,4.9,66344
59,32,3,32,39,5.8,341732
32,11,3,14,38,9.0,143630
23,2,2,4,47,8.7,37169
38,9,1,9,48,7.0,103431
60,32,1,32,42,7.2,342467
41,18,2,19,47,5.4,166914
35,9,2,8,30,8.9,75690
53,30,3,21,50,5.6,314280
55,31,2,32,42,8.2,344728
46,25,3,19,44,8.9,264074
28,3,2,1,41,7.1,43369
56,35,2,31,50,8.4,416377
50,29,2,30,38,9.6,304474
43,13,2,7,50,7.4,145159
34,7,2,11,45,6.8,80382
34,8,2,16,46,6.9,89536
22,0,1,1,41,6.0,27104
57,35,3,36,36,5.9,407089
25,0,3,4,48,7.6,32342
58,37,2,23,45,6.8,417899
34,12,3,16,50,7.5,129581
59,31,3,27,42,4.9,330091
45,19,1,26,41,6.9,200598
40,18,4,32,50,8.4,242122
22,0,3,3,53,5.4,34018
59,35,2,38,43,7.0,407739
26,4,2,5,39,4.4,53757
37,11,1,21,47,5.2,115953
45,16,1,27,42,8.1,185457
48,19,3,16,46,6.6,190158
22,0,2,0,42,9.6,31351
55,32,3,42,51,7.6,381882
57,34,3,40,40,7.7,415067
25,3,3,2,45,5.5,66450
21,0,3,0,41,6.5,22266
60,36,1,50,42,6.0,403916
32,5,2,4,41,5.5,78405
56,32,3,30,47,7.9,383883
43,14,1,20,48,8.2,155485
51,29,1,37,46,7.6,309840
31,5,3,7,42,5.8,93302
30,3,3,8,44,7.5,66155
23,0,2,0,47,4.3,27180
34,8,3,12,48,8.9,99951
36,9,3,17,30,5.2,88290
30,6,2,5,42,5.4,108233
49,21,1,16,42,7.2,225151
30,1,4,12,46,7.3,53814
32,11,2,10,43,6.9,139512
50,23,1,18,47,5.4,234720
21,0,2,4,38,8.6,49789
25,0,3,2,44,4.6,28985
40,15,2,11,48,4.9,144030
28,6,2,13,36,6.9,81271
32,2,2,0,56,5.2,28413
21,0,4,1,49,8.7,45858
40,13,2,22,43,5.4,141314
48,26,3,15,39,9.2,293324
57,35,4,37,42,8.4,410851
57,27,1,42,43,8.7,308636
32,2,4,0,45,9.6,37894
57,36,4,31,51,7.1,442444
48,24,4,37,41,5.6,261346
35,8,2,8,46,6.9,97773
26,0,3,0,37,6.2,41276
40,17,3,29,41,6.0,190532
34,7,4,8,45,7.2,95139
22,0,2,1,46,6.6,25652
29,2,3,4,39,5.9,40536
57,35,2,50,41,6.7,419507
40,14,1,19,50,7.8,144721
46,24,2,25,49,8.3,258420
49,23,3,35,44,4.8,234545
21,0,2,4,32,6.6,46403
55,32,3,29,56,6.8,349976
26,4,4,4,43,5.3,77742
57,31,2,30,41,6.8,325727
25,3,3,5,40,7.2,73924
53,28,2,42,45,7.7,316332
34,12,2,25,45,7.1,134195
32,9,3,13,48,5.8,128935
40,17,4,23,38,9.8,195344
44,18,3,18,41,8.2,189358
54,28,3,38,53,7.8,335209
45,15,1,25,44,8.4,146185
49,26,2,31,42,7.3,250754
59,36,3,19,38,8.8,421206
51,30,1,43,46,7.1,322664
43,16,2,21,48,7.0,183205
58,30,3,28,47,7.9,338204
40,18,1,19,42,9.2,172702
43,19,2,22,45,9.1,212797
36,6,3,8,51,7.8,85638
28,1,3,6,48,7.7,43282
41,13,4,12,39,8.0,133724
21,0,3,9,30,8.4,25256
28,4,2,8,44,8.8,78396
49,23,4,30,47,6.7,249565
52,29,3,42,38,8.8,334463
58,33,2,42,43,7.5,374929
25,0,1,3,42,7.9,30001
42,13,3,9,44,8.9,125725
54,31,3,25,40,8.0,374915
21,0,3,6,49,8.3,52168
46,18,3,18,44,6.5,212831
30,4,3,4,39,9.1,85309
50,26,4,30,48,8.0,294886
38,10,3,20,37,7.2,123472
37,14,1,11,49,8.5,148163
46,23,3,28,48,10.0,283630
28,4,2,7,50,5.4,77168
60,31,3,25,42,5.9,330573
32,7,4,8,41,10.0,105639
47,19,3,20,43,7.6,214332
28,2,3,4,43,7.3,42606
45,22,2,24,40,6.8,235130
24,0,2,0,40,8.7,58096
53,24,2,26,41,10.0,250470
21,0,3,2,37,6.1,29218
39,15,3,12,46,6.9,173876
51,25,3,19,43,6.5,260549
36,15,2,10,41,8.0,141816
34,10,2,13,37,8.7,125687
25,0,3,0,37,9.3,51072
46,25,2,31,53,8.1,278433
48,25,3,31,40,10.0,295745
22,1,3,0,46,6.2,60708
26,0,3,1,44,5.8,38756
29,7,2,10,30,9.1,112142
53,24,4,25,52,7.2,290451
45,21,1,30,46,5.1,192938
33,11,4,14,39,6.6,115379
29,5,1,7,43,7.4,44786
33,3,1,2,37,6.1,45573
51,25,4,24,52,5.6,263465
31,4,2,11,38,6.7,58088
24,1,3,8,40,5.5,61497
54,31,3,22,39,7.9,320152
58,28,3,26,43,4.3,301907
24,0,4,3,50,7.1,51384
58,33,2,29,52,7.7,370071
39,15,3,17,41,6.9,163269
26,0,1,0,45,8.5,22000
54,27,2,38,43,5.1,283835
38,9,3,7,38,6.0,118646
33,4,2,4,55,6.5,55548
43,18,3,18,50,8.0,217699
39,11,3,14,44,7.3,110928
31,1,3,4,51,10.0,43436
21,0,4,4,49,5.9,35829
44,15,1,23,43,5.0,166799
27,0,3,1,45,9.5,42947
45,19,3,20,51,5.0,206325
41,18,2,25,38,8.0,193094
35,12,1,13,51,5.6,124936
21,0,3,0,42,4.1,48939
32,7,2,11,51,6.5,102558
27,0,1,5,43,8.3,30785
35,8,3,6,45,5.3,90343
41,16,3,23,43,7.8,200031
39,11,4,9,40,8.1,131575
49,19,3,25,42,5.2,184336
45,15,3,15,50,6.7,146756
53,29,1,12,31,9.2,302722
52,30,2,38,37,7.9,341979
55,32,2,34,39,6.6,342044
58,30,4,19,38,7.6,341322
46,19,1,24,51,6.0,216033
31,9,2,10,49,8.6,128354
55,29,3,26,46,8.6,344031
28,0,2,2,40,7.2,46566
34,10,2,22,50,7.3,123618
30,1,3,0,35,5.6,34530
22,0,1,4,54,5.1,40941
29,7,1,5,40,6.5,68728
23,0,2,4,42,6.9,37538
41,14,3,22,41,8.5,176431
46,19,3,11,38,8.3,176971
28,7,2,15,53,7.3,81212
22,0,3,9,47,8.7,65266
26,0,2,2,49,5.7,36448
48,22,4,26,37,8.5,222862
49,23,1,21,44,5.9,229884
46,24,3,35,46,8.7,271731
45,19,4,19,44,7.0,203277
32,8,3,9,37,4.2,97678
25,0,2,6,48,8.0,33302
54,33,2,49,44,8.1,385216
57,29,3,41,38,6.4,325498
35,10,1,16,34,6.5,107104
56,35,3,25,46,6.8,376764
35,11,3,15,55,4.3,120388
43,22,3,13,38,3.7,217497
26,0,1,0,44,8.8,48494
41,19,3,25,49,5.8,229587
43,18,3,10,37,9.6,198071
36,9,3,9,41,8.9,116114
35,13,1,11,39,9.2,150128
45,19,1,17,48,6.1,185994
56,30,2,22,50,4.7,337097
31,6,1,9,44,5.5,89031
35,10,3,12,39,6.4,108149
24,1,4,8,41,3.7,69877
41,11,2,21,40,6.3,130443
33,3,3,5,38,6.7,85816
42,20,1,19,42,5.2,199388
39,12,1,5,46,5.5,109297
54,33,1,15,45,6.7,335810
34,8,2,5,43,7.5,89391
24,0,4,2,43,5.8,35444
47,24,1,30,43,7.4,267397
49,27,3,31,37,7.2,296562
48,26,2,27,44,7.1,258812
55,26,4,17,40,6.1,281496
28,3,1,2,36,5.1,47976
36,9,2,10,45,9.4,105237
56,31,1,38,40,7.9,342961
50,23,2,24,44,8.4,245231
38,14,2,23,47,6.9,163865
22,0,3,1,38,6.8,46150
33,3,3,12,43,7.7,74829
24,0,3,6,34,4.4,22000
46,19,3,19,51,5.4,227758
45,15,1,10,36,5.9,122278
50,25,2,38,40,6.4,270955
31,5,4,10,50,5.8,70067
27,2,3,2,42,7.5,59766
51,24,4,27,37,7.1,267061
30,8,3,11,47,9.0,106125
59,34,1,34,46,10.0,401153
33,3,2,3,40,5.2,65612
51,28,1,28,40,7.2,289395
27,0,2,2,41,7.2,50050
56,30,1,43,42,7.0,349226
40,10,2,14,34,5.5,119666
24,1,3,3,42,5.7,44025
27,0,3,0,52,7.3,27566
21,0,3,4,39,5.7,43446
33,10,4,10,40,7.2,126323
42,14,1,3,37,6.7,119805
41,17,1,13,46,7.2,169661
42,21,3,18,49,5.7,220515
48,22,2,21,49,7.2,248803
29,0,2,0,37,5.8,55446
46,25,2,12,45,7.2,269003
29,4,2,7,50,8.9,74933
35,8,3,8,46,7.4,114873
30,4,2,3,45,7.5,74345
44,22,3,27,41,8.1,240761
28,4,3,1,44,5.0,86139
44,22,2,26,49,9.4,233044
36,15,2,20,45,5.5,165097
46,23,1,29,37,8.2,249745
47,24,2,30,41,8.0,255710
57,30,3,44,49,5.7,353460
24,3,3,8,45,8.4,81146
44,15,3,22,44,7.7,172386
39,13,2,11,40,9.6,146580
56,32,3,35,49,7.3,369925
59,36,3,46,51,6.8,441330
30,7,2,11,49,6.3,89052
45,23,3,16,50,4.6,235058
38,16,2,16,41,6.6,164327
39,9,3,16,40,6.6,124484
56,31,3,32,42,7.4,328992
30,1,1,0,43,5.0,26188
53,31,3,26,50,6.7,374419
25,3,1,4,49,7.8,64722
55,29,1,50,46,7.9,323706
54,24,4,23,36,4.4,264288
53,31,4,23,35,8.0,338670
41,17,1,12,44,6.7,141057
37,11,2,6,47,6.7,121088
42,17,2,21,43,3.7,162431
57,36,2,44,53,9.1,429347
35,9,3,10,38,7.2,109633
55,34,4,40,37,4.9,397455
48,25,3,41,40,7.5,263992
27,0,2,2,39,7.5,40465
52,27,3,23,46,8.7,303695
31,1,2,8,41,6.6,32479
30,5,4,5,35,7.0,56220
29,0,3,7,47,6.1,34272
34,8,3,7,34,7.8,104211
33,3,2,10,38,5.9,35030
45,17,2,24,35,5.7,184707
22,0,1,6,44,6.9,47055
55,34,3,50,44,5.3,397340
27,2,2,1,53,9.2,43582
41,18,2,25,48,9.7,191902
38,14,2,8,50,6.4,153143
23,0,3,0,44,5.1,52231
59,32,1,40,38,7.5,339614
31,6,3,10,44,6.3,98712
59,37,4,27,46,8.6,448801
44,18,4,11,47,5.9,190358
39,13,2,18,41,7.8,134006
24,0,2,4,45,7.2,37123
46,16,2,20,38,6.1,186605
58,32,2,45,38,7.3,365841
52,23,1,32,37,8.2,258178
59,31,3,20,43,7.1,342409
56,28,2,20,37,7.1,286578
60,39,3,32,41,5.8,462389
57,32,1,23,48,8.6,371184
53,26,3,28,38,8.5,278681
56,30,3,35,40,6.4,347316
23,0,3,2,43,6.8,44886
29,1,4,0,44,9.0,37346
28,5,3,1,41,5.4,49288
53,27,4,42,47,7.8,314396
26,1,2,6,46,6.2,53250
59,31,3,48,49,9.5,382850
24,0,1,2,43,7.1,22000
33,5,1,13,40,8.8,86782
22,0,2,2,40,5.9,35229
25,3,1,4,45,5.3,53210
47,18,2,16,41,6.7,189873
52,23,1,18,40,7.4,250773
41,11,1,19,41,6.3,123344
28,0,4,7,40,8.1,34519
58,32,1,40,44,6.7,350745
28,4,3,6,36,4.1,69256
23,0,1,5,45,7.8,54871
23,0,4,2,46,5.8,51790
42,17,4,15,40,6.5,176000
26,0,3,3,53,9.2,38036
22,0,3,4,43,9.5,58124
43,16,1,17,35,6.2,141279
22,0,4,1,42,7.8,54266
58,30,3,15,43,6.2,328669
37,11,4,10,45,6.6,121728
55,29,3,37,42,6.2,324780
54,29,2,40,38,4.6,317644
43,22,4,26,38,7.1,235592
50,21,2,25,40,7.4,204650
28,0,3,1,40,6.1,38029
42,13,1,14,37,8.5,135450
56,28,4,33,39,6.4,333123
25,0,1,5,46,6.1,31116
33,10,2,10,51,7.7,129872
49,28,3,37,47,4.8,299185
51,23,3,29,50,8.3,242965
36,9,3,9,48,6.4,104220
50,25,2,18,47,8.4,252709
36,6,1,8,41,8.8,65197
32,5,3,3,44,7.9,99732
37,7,4,5,41,5.9,83200
36,12,3,20,42,5.2,162496
32,3,2,5,43,5.0,43073
28,0,4,2,47,8.5,30547
40,18,2,26,45,6.8,209055
23,0,3,7,42,6.2,36130
36,7,2,14,43,6.8,94266
50,25,2,14,45,8.5,243582
43,22,3,26,46,8.1,242853
48,21,3,20,35,7.6,204500
60,30,2,32,38,7.9,328063
25,0,2,2,49,7.3,38963
40,16,1,9,43,7.4,158813
60,31,3,18,41,7.3,344818
21,0,2,0,42,7.0,41593
50,27,1,19,42,8.1,282753
41,15,3,25,46,7.5,171192
40,10,3,5,37,5.8,99826
26,0,3,0,43,7.7,48791
42,17,3,13,44,7.3,177823
38,16,4,28,45,7.9,188810
28,0,4,0,44,6.9,48623
59,29,3,27,46,8.1,311981
52,30,3,35,40,6.9,354755
53,26,2,14,38,8.0,263388
36,14,4,17,55,6.4,164840
32,6,2,10,41,6.5,80196
58,33,2,19,42,7.8,365643
54,30,2,28,46,6.5,330120
34,7,1,3,51,10.0,91191
56,28,4,26,40,7.8,332225
53,29,3,34,38,7.0,285140
43,22,3,23,37,8.1,251172
22,1,3,1,51,6.3,61003
41,20,2,10,38,8.3,177620
22,1,1,11,43,8.3,65851
47,22,3,11,38,8.8,241012
29,5,3,9,36,6.4,80491
21,0,2,0,42,5.3,22000
31,8,3,5,38,6.1,99492
23,0,2,2,40,6.6,50486
43,15,2,13,53,9.3,158534
46,20,1,29,45,10.0,223044
24,0,2,3,48,7.5,41262
38,17,3,17,47,7.0,193935
26,0,3,0,42,6.5,35888
55,25,2,31,41,8.2,264589
42,19,3,20,44,10.0,210708
35,7,3,6,44,9.5,80410
42,18,2,23,40,8.6,191347
57,29,1,18,44,8.6,306485
32,11,4,12,39,8.2,140480
58,35,3,24,42,6.9,397937
38,12,4,13,41,6.0,117479
55,26,2,29,37,7.0,292357
50,28,3,39,31,7.6,330884
44,23,2,38,38,5.0,247511
50,20,2,16,52,6.8,198977
34,11,3,12,41,5.8,114481
26,2,2,0,47,8.4,53058
23,0,1,3,32,6.2,35394
36,13,2,21,38,7.5,139506
27,0,1,0,36,6.0,22000
34,12,3,20,42,9.2,157036
29,7,2,4,55,4.6,87687
35,8,1,7,45,7.7,80592
41,12,1,15,51,5.2,129786
55,25,1,31,42,6.3,262542
22,0,3,6,50,7.3,42133
47,20,1,12,53,7.4,215141
22,0,3,5,42,7.3,47519
55,28,1,30,40,7.2,292421
38,15,2,12,36,6.1,147048
34,7,4,9,41,6.8,99597
40,19,3,24,43,7.0,205714
38,8,1,8,53,7.3,96103
30,9,3,11,37,6.9,118072
45,20,2,17,43,8.0,190329
22,0,3,0,34,7.1,22131
45,16,3,25,41,7.3,187884
53,26,3,18,45,6.5,305400
56,32,4,25,46,5.5,372638
51,27,2,42,46,7.2,326071
34,12,3,16,45,8.7,136398
21,0,2,0,46,7.6,34555
36,12,1,18,43,5.9,132068
23,2,1,6,38,8.1,64234
55,27,1,13,34,6.5,248501
26,3,3,3,40,8.0,59491
45,19,3,14,42,6.5,196006
33,9,3,7,49,7.5,101234
54,25,1,33,42,6.3,255553
28,1,2,6,42,6.3,57447
41,12,4,20,45,4.8,145256
54,24,2,21,42,7.7,260841
24,1,3,0,47,7.5,54152
45,24,3,38,53,7.6,267001
35,10,3,17,54,7.4,132827
24,1,3,4,43,5.9,36085
32,6,3,11,45,8.4,87869
52,24,2,20,51,8.4,244225
52,28,4,34,42,5.9,310559
48,23,2,32,46,7.7,252896
33,8,2,19,37,8.2,98820
51,27,1,21,41,6.3,263442
34,10,3,8,49,6.6,129254
40,16,2,19,39,7.7,166945
38,14,2,10,42,4.9,131375
49,25,2,31,35,5.5,248811
26,1,4,0,53,5.6,28276
52,30,3,28,49,4.5,327485
49,27,3,25,44,8.5,282021
22,0,3,0,46,4.2,44444
43,21,2,23,45,7.5,222634
39,13,2,15,50,8.1,164260
51,29,4,27,40,6.6,327727
25,0,1,0,47,6.1,28030
39,15,2,8,48,7.3,131090
54,27,2,22,49,7.0,297379
30,3,2,10,32,8.4,46673
45,19,2,26,40,3.3,187012
22,0,3,3,38,5.7,58289
31,6,1,5,44,7.8,85282
51,30,3,35,33,7.1,339278
35,12,2,15,33,8.1,140232
29,0,2,5,54,7.4,60835
43,22,1,31,46,6.8,250961
39,14,3,13,44,6.6,143004
29,7,2,9,45,10.0,92830
55,31,3,36,44,9.1,347541
41,20,3,18,48,7.7,215358
29,6,3,9,40,7.1,82573
48,18,2,14,44,7.8,164301
27,0,2,0,44,8.2,34853
36,6,2,9,38,7.6,98399
36,13,3,9,49,5.9,141931
53,29,2,38,41,9.5,335895
24,2,3,8,48,7.3,61163
24,1,3,3,44,9.8,34265
59,30,1,30,51,7.3,323106
60,37,1,36,38,6.7,425390
37,12,3,21,38,8.9,128632
57,35,2,20,38,7.4,391264
59,35,1,24,44,7.2,359278
49,22,4,18,51,5.3,238412
56,29,2,19,51,7.9,318694
58,35,4,32,31,6.3,399505
59,34,3,47,44,6.4,430300
57,36,3,50,30,6.3,417492
55,25,2,15,47,7.6,252509
27,0,2,5,49,4.9,43654
47,17,3,22,43,6.7,175750
48,27,1,33,43,8.4,273194
42,17,2,17,43,5.3,158628
34,4,2,1,39,7.2,70206
27,0,1,0,45,6.1,32091
57,36,2,31,42,6.4,425254
42,21,3,31,48,9.3,235765
25,1,1,8,42,4.7,51176
22,0,1,0,39,8.1,43880
47,25,3,19,35,6.3,254826
41,12,4,14,34,6.3,122224
58,29,2,33,50,5.4,296528
35,13,1,22,41,8.1,149107
41,12,3,4,45,6.7,140789
30,4,4,5,52,6.6,56271
43,15,3,20,40,7.2,160055
59,29,3,33,40,6.8,315227
25,1,2,7,42,4.2,49546
21,0,3,3,43,6.3,38256
33,11,1,14,52,8.3,141826
41,12,3,17,51,4.9,131347
46,25,3,33,46,5.5,260863
41,14,4,25,50,6.4,162024
38,15,2,24,42,6.0,156697
57,34,1,19,44,7.0,368003
52,30,3,22,41,5.5,319068
56,26,3,21,37,6.5,280241
37,11,3,17,49,6.9,122374
55,25,2,36,46,7.9,274014
31,9,2,12,43,8.7,100390
41,11,3,9,43,6.6,111150
46,22,2,28,35,9.6,252398
24,0,3,5,38,6.7,33818
54,25,2,22,45,8.2,261729
38,9,3,7,40,9.7,122915
60,34,3,39,42,7.2,403830
55,31,3,28,42,5.1,360504
49,22,2,29,40,7.1,239994
49,28,3,30,38,6.1,298545
58,34,2,22,35,6.6,391746
41,16,3,23,42,9.8,190595
33,5,2,5,46,5.3,67644
37,15,2,17,35,7.4,155740
29,4,2,3,43,5.8,63461
21,0,2,1,44,6.6,36708
22,0,4,3,38,8.0,29640
49,20,1,34,50,7.4,237521
53,23,3,21,41,6.7,243538
30,9,4,16,42,6.1,116052
60,37,1,34,42,7.4,439878
41,19,3,9,34,9.4,187131
48,25,2,27,48,5.7,273266
31,1,1,10,38,9.7,45342
54,25,2,33,42,8.7,278852
28,0,4,5,46,8.9,56518
42,12,1,22,50,7.4,146727
28,6,3,5,38,8.6,98008
35,12,3,11,41,5.6,120656
37,13,3,19,50,6.1,165500
43,14,1,19,45,8.1,167990
44,21,3,24,46,7.4,226360
39,12,3,15,38,6.8,132431
25,2,3,3,41,3.5,39428
52,25,4,26,42,6.4,273035
21,0,3,6,39,5.4,26058
43,14,1,19,35,7.7,153470
57,35,2,30,40,6.7,365446
28,2,2,7,50,6.1,48835
33,4,2,2,43,10.0,70406
28,6,2,4,50,8.5,100728
43,21,2,13,44,8.5,209237
21,0,2,0,39,10.0,49834
44,14,4,16,49,8.1,162778
55,25,1,35,44,5.9,275341
44,14,4,16,48,5.8,162007
37,9,2,14,38,8.4,118223
25,0,3,0,48,4.1,30042
40,18,3,26,48,6.9,188582
41,16,2,14,44,4.0,161786
60,33,2,47,39,7.1,372507
51,25,2,40,43,8.2,280564
56,30,2,46,46,7.4,347407
31,4,4,9,44,8.3,93903
35,12,3,13,46,9.8,151749
39,16,1,20,48,6.8,158228
27,0,1,2,40,10.0,30960
48,19,2,21,37,7.3,216649
25,0,1,0,43,8.3,22000
25,0,3,2,41,6.1,34420
50,24,1,38,47,9.3,273433
52,22,3,21,38,8.5,255725
28,7,1,13,48,9.1,94264
30,0,2,1,50,7.1,44128
58,37,3,48,43,5.2,429060
52,28,2,25,43,7.6,302029
48,26,4,41,39,4.6,281288
37,10,3,16,40,6.5,108647
51,29,2,30,41,7.3,324177
28,0,1,3,50,10.0,45347
60,38,3,35,43,7.4,459357
45,20,4,29,36,7.2,221808
29,5,3,3,44,6.9,57474
22,0,1,0,47,5.1,48270
35,11,4,9,43,7.1,110956
23,0,2,3,50,7.1,38279
56,31,3,18,47,5.6,333664
24,2,4,5,38,5.3,64690
34,6,2,14,40,6.3,76812
45,23,4,33,44,7.1,251719
30,1,2,9,35,6.4,48582
41,12,4,16,45,5.5,135402
56,33,2,41,34,7.4,365901
32,8,4,6,48,7.8,107638
47,19,1,15,48,7.2,176247
60,31,3,16,46,6.2,314698
22,0,3,0,40,7.8,67565
33,8,2,6,44,6.7,94260
52,24,2,24,40,5.3,248900
51,28,3,38,38,8.5,309166
36,9,2,8,41,7.5,113182
52,24,3,29,46,6.8,257928
52,22,2,34,43,4.8,200766
54,31,4,17,50,6.0,338686
31,9,1,12,47,9.8,107363
30,0,2,6,46,4.9,38509
35,8,2,13,35,6.6,91822
37,8,2,15,42,7.0,92671
60,39,2,25,38,7.4,433812
38,15,2,20,42,4.9,151274
29,4,3,6,40,7.2,49034
45,22,3,15,41,4.6,199219
60,39,3,50,48,7.1,478607
34,7,1,14,45,6.1,89767
45,18,3,18,48,5.8,201753
42,12,1,17,35,8.2,124423
50,22,3,28,43,6.7,225686
40,15,2,13,48,7.7,135624
41,11,2,9,51,7.7,113198
52,27,2,26,35,8.8,293670
41,16,3,9,41,5.3,177257
55,34,1,39,48,8.3,384589
52,22,3,22,42,7.0,220597
50,25,1,19,38,6.5,238341
59,33,3,21,35,5.4,347966
32,11,4,17,38,7.8,127918
38,11,2,22,35,5.7,135381
41,20,2,21,43,7.7,224387
33,11,4,15,47,9.7,138273
41,19,3,20,37,8.4,205877
28,3,2,3,44,8.9,53989
60,30,3,13,47,6.0,299631
27,0,3,3,43,8.1,68160
43,22,1,23,35,5.4,188320
52,22,3,41,45,6.7,230030
31,10,2,15,43,9.4,143107
42,21,1,35,42,6.1,221699
42,16,3,20,40,8.6,163549
45,23,2,36,43,8.4,263652
42,21,1,19,46,8.5,225177
48,22,3,23,55,5.2,222018
49,27,4,36,44,7.7,306576
33,7,4,0,51,6.8,102135
38,8,4,5,45,8.5,94637
22,0,3,0,43,4.7,39036
49,27,1,43,44,7.5,314338
41,12,2,14,37,7.3,99340
35,7,3,7,45,4.2,80515
47,17,2,22,33,5.8,175440
51,30,3,20,39,4.4,296595
35,8,3,5,44,6.0,87695
43,13,2,10,49,7.8,152594
44,18,4,20,50,7.3,194638
33,7,3,12,42,7.2,77048
42,16,2,14,44,5.5,174700
57,31,4,18,48,8.6,357174
53,23,2,27,36,7.0,239984
23,0,1,3,45,7.0,39369
39,16,3,21,39,8.3,188999
43,17,3,23,42,5.6,185944
49,26,3,20,41,7.3,285857
50,23,3,40,45,7.6,255889
59,32,3,27,46,6.2,334602
45,17,2,8,47,7.9,180113
57,35,3,50,45,7.7,433761
28,0,4,2,44,6.9,42855
36,11,2,10,52,6.8,133633
28,0,1,9,35,7.7,38377
21,0,4,1,51,8.1,50112
25,0,3,1,42,7.1,63029
23,0,4,2,46,8.6,47302
21,0,4,7,41,7.9,46593
24,0,3,0,39,4.5,22000
60,38,3,33,45,5.0,449931
55,26,3,42,48,8.7,295292
52,30,1,45,45,6.7,334667
54,31,3,27,40,7.2,340430
45,15,3,13,60,8.6,166700
30,8,3,13,49,7.0,104437
41,18,3,25,48,7.1,199910
59,33,2,40,41,5.8,384273
47,24,1,31,40,7.5,269983
47,17,2,9,42,7.8,178559
22,0,1,0,48,6.2,52759
33,7,2,5,38,5.7,89950
29,2,4,9,38,10.0,73705
56,35,1,28,46,6.9,400812
42,19,2,26,45,6.0,185458
46,23,3,21,39,8.0,237836
32,10,3,14,38,6.9,106099
37,10,1,8,50,5.5,101733
34,5,3,10,45,7.7,90581
34,10,3,10,36,5.8,95419
54,29,2,48,37,9.2,339094
40,17,2,13,41,7.7,166355
31,2,4,2,47,6.6,53655
36,12,3,19,46,7.2,143315
51,26,3,19,49,8.3,303935
26,5,1,7,36,7.3,59552
39,17,2,19,44,10.0,184789
57,28,3,23,50,8.6,299111
24,2,2,8,50,7.7,53387
24,0,2,5,45,5.7,28152
40,12,3,15,55,6.8,143947
30,7,2,9,46,7.7,97204
44,18,3,29,48,5.8,208795
55,31,3,36,43,8.8,348316
46,19,2,27,39,5.6,204105
57,27,3,21,39,6.1,288017
58,35,1,50,44,6.2,398607
41,15,3,9,42,8.0,143253
60,30,1,41,34,5.9,323839
59,30,1,48,38,4.5,328669
41,11,3,12,41,8.5,128831
30,9,2,14,47,6.4,112561
58,35,4,31,43,5.5,414735
24,2,2,6,43,5.9,39174
40,12,2,13,38,9.4,130350
37,10,3,7,43,6.1,116689
27,5,2,9,50,6.8,75429
24,0,2,5,44,6.4,53963
49,26,3,38,35,5.3,286492
34,6,3,8,37,6.0,55601
23,0,3,2,46,5.2,50173
44,21,4,25,42,8.3,235035
57,27,2,28,43,7.1,268813
36,7,3,7,40,10.0,93583
24,3,2,0,46,6.0,39540
44,19,3,15,41,5.8,203968
54,31,2,32,42,9.1,346000
50,24,4,22,39,8.5,254565
38,8,3,10,48,7.5,113780
39,17,4,14,42,5.4,185022
51,22,3,32,46,9.4,248831
39,13,4,14,37,6.9,129343
39,12,3,9,52,6.4,123300
42,17,2,19,49,8.6,174461
44,15,2,24,33,7.0,167958
32,11,2,7,39,5.4,90259
50,25,1,28,45,7.1,260983
58,28,3,27,36,5.9,298697
51,25,3,27,42,2.8,274276
56,29,3,37,45,5.8,329423
39,15,4,13,42,6.3,168623
56,35,4,31,46,5.4,401346
50,22,1,32,40,7.8,217568
53,23,2,30,32,5.9,234704
38,14,2,20,48,7.7,165536
